Sm_g00000001	24.46	More Ref
Sm_g00000005	22.91	More Alt
Sm_g00000008	10.86	More Ref
Sm_g00000018	29.03	More Ref
Sm_g00000020	19.65	More Alt
Sm_g00000021	30.18	More Ref
Sm_g00000025	44.36	More Ref
Sm_g00000026	36.23	More Ref
Sm_g00000028	No variants
Sm_g00000031	38.51	More Ref
Sm_g00000033	22.97	More Alt
Sm_g00000037	35.82	More Ref
Sm_g00000051	11.74	More Alt
Sm_g00000054	14.86	More Alt
Sm_g00000055	48.52	More Ref
Sm_g00000056	21.21	More Alt
Sm_g00000057	17.89	More Alt
Sm_g00000058	29.9	More Alt
Sm_g00000059	23.3	More Alt
Sm_g00000060	24.65	More Ref
Sm_g00000061	14.24	More Ref
Sm_g00000064	24.38	More Ref
Sm_g00000065	30.48	More Ref
Sm_g00000066	10.29	More Ref
Sm_g00000068	19.14	More Ref
Sm_g00000069	18.83	More Alt
Sm_g00000071	45.43	More Ref
Sm_g00000073	28.89	More Ref
Sm_g00000075	20.98	More Alt
Sm_g00000076	49.87	More Ref
Sm_g00000077	10.12	More Alt
Sm_g00000078	20.88	More Alt
Sm_g00000079	35.27	More Alt
Sm_g00000080	57.55	More Ref
Sm_g00000081	13.4	More Ref
Sm_g00000082	No variants
Sm_g00000083	48.54	More Ref
Sm_g00000086	32.75	More Alt
Sm_g00000087	69.42	More Alt
Sm_g00000088	27.56	More Ref
Sm_g00000091	22.2	More Ref
Sm_g00000092	27.64	More Alt
Sm_g00000096	10.03	Equal
Sm_g00000097	28.21	More Ref
Sm_g00000098	23.54	More Alt
Sm_g00000099	25.37	More Ref
Sm_g00000100	39.58	More Alt
Sm_g00000103	13.55	More Ref
Sm_g00000104	31.01	More Ref
Sm_g00000105	37.47	More Ref
Sm_g00000106	15.03	More Ref
Sm_g00000107	10.48	More Ref
Sm_g00000110	49.14	More Ref
Sm_g00000111	26.32	More Ref
Sm_g00000117	14.73	More Ref
Sm_g00000118	20.11	More Ref
Sm_g00000119	12.02	Equal
Sm_g00000121	58.79	More Alt
Sm_g00000127	45.88	More Alt
Sm_g00000129	17.11	More Ref
Sm_g00000130	39.89	More Ref
Sm_g00000131	33.33	More Alt
Sm_g00000133	17.95	More Alt
Sm_g00000134	11.2	More Ref
Sm_g00000135	14.05	More Alt
Sm_g00000138	22.43	More Ref
Sm_g00000139	15.58	More Ref
Sm_g00000140	50.88	More Ref
Sm_g00000143	24.52	More Alt
Sm_g00000144	27.39	More Ref
Sm_g00000145	34.47	More Ref
Sm_g00000147	18.07	More Ref
Sm_g00000148	26.4	More Ref
Sm_g00000149	48.65	More Alt
Sm_g00000151	12.27	Equal
Sm_g00000152	39.05	More Ref
Sm_g00000155	28.14	More Ref
Sm_g00000156	26.16	More Ref
Sm_g00000157	10.67	More Alt
Sm_g00000159	12.76	More Alt
Sm_g00000163	No variants
Sm_g00000164	32.87	More Alt
Sm_g00000165	31.9	More Alt
Sm_g00000166	30.21	More Ref
Sm_g00000169	No variants
Sm_g00000170	24.3	More Ref
Sm_g00000175	6.82	More Ref
Sm_g00000177	64.04	More Ref
Sm_g00000178	13.67	More Alt
Sm_g00000182	22.6	More Alt
Sm_g00000183	14.4	More Ref
Sm_g00000184	26.83	More Ref
Sm_g00000185	16.65	More Ref
Sm_g00000187	8.63	More Alt
