Sm_g00000001	17.2	More Ref
Sm_g00000002	24.04	More Ref
Sm_g00000005	22.61	More Alt
Sm_g00000008	10.68	More Ref
Sm_g00000013	17.25	More Alt
Sm_g00000018	13.22	More Ref
Sm_g00000020	18.43	More Ref
Sm_g00000025	43.06	More Ref
Sm_g00000026	36.34	More Ref
Sm_g00000028	70.33	More Ref
Sm_g00000031	32.55	More Ref
Sm_g00000033	18.33	More Alt
Sm_g00000037	35.13	More Ref
Sm_g00000051	23.24	More Alt
Sm_g00000054	9.4	More Ref
Sm_g00000055	30.7	More Ref
Sm_g00000056	22.23	More Alt
Sm_g00000057	9.14	More Ref
Sm_g00000058	26.52	More Ref
Sm_g00000059	22.83	More Alt
Sm_g00000060	18.05	More Ref
Sm_g00000061	3.9	More Ref
Sm_g00000064	34.42	More Ref
Sm_g00000065	37.31	More Ref
Sm_g00000066	45.45	More Ref
Sm_g00000068	26.54	More Ref
Sm_g00000069	17.58	More Alt
Sm_g00000071	47.49	More Ref
Sm_g00000073	33.1	More Ref
Sm_g00000074	29.86	More Ref
Sm_g00000076	55.27	More Ref
Sm_g00000077	11.81	More Alt
Sm_g00000078	14.18	More Alt
Sm_g00000079	31.49	More Alt
Sm_g00000080	32.8	More Ref
Sm_g00000081	27.62	More Ref
Sm_g00000082	No variants
Sm_g00000083	53.65	More Ref
Sm_g00000085	45.45	More Ref
Sm_g00000086	30.05	More Alt
Sm_g00000087	64.4	More Alt
Sm_g00000088	27.71	More Ref
Sm_g00000091	13.69	More Ref
Sm_g00000092	14.99	More Alt
Sm_g00000094	36.48	More Ref
Sm_g00000095	31.3	More Alt
Sm_g00000096	9.53	More Alt
Sm_g00000097	28.07	More Ref
Sm_g00000098	19.42	More Alt
Sm_g00000099	26.22	More Ref
Sm_g00000100	24.61	More Alt
Sm_g00000103	12.59	More Ref
Sm_g00000104	31.22	More Ref
Sm_g00000105	47.71	More Ref
Sm_g00000106	13.0	Equal
Sm_g00000107	9.51	More Alt
Sm_g00000108	50.53	More Alt
Sm_g00000110	62.9	More Ref
Sm_g00000111	36.99	More Ref
Sm_g00000114	24.18	More Alt
Sm_g00000117	19.44	More Ref
Sm_g00000118	27.2	More Alt
Sm_g00000119	11.57	More Ref
Sm_g00000121	36.06	More Alt
