Sm_g00000001	20.53	More Ref
Sm_g00000002	16.95	More Ref
Sm_g00000005	29.08	More Alt
Sm_g00000008	7.87	More Alt
Sm_g00000013	38.76	More Alt
Sm_g00000020	17.35	More Alt
Sm_g00000025	34.96	More Ref
Sm_g00000026	24.84	More Ref
Sm_g00000028	No variants
Sm_g00000031	46.2	More Ref
Sm_g00000033	31.07	More Alt
Sm_g00000037	42.82	More Ref
Sm_g00000041	No variants
Sm_g00000050	49.11	More Alt
Sm_g00000051	9.17	More Alt
Sm_g00000054	9.37	More Ref
Sm_g00000055	43.35	More Ref
Sm_g00000056	21.46	More Alt
Sm_g00000057	9.41	More Ref
Sm_g00000058	18.72	More Ref
Sm_g00000059	39.37	More Alt
Sm_g00000060	12.56	More Ref
Sm_g00000061	17.46	More Ref
Sm_g00000064	18.91	More Ref
Sm_g00000065	27.76	More Ref
Sm_g00000066	6.25	More Ref
Sm_g00000068	17.71	More Ref
Sm_g00000069	10.27	More Alt
Sm_g00000071	49.32	More Ref
Sm_g00000073	48.06	More Ref
Sm_g00000074	38.99	More Ref
Sm_g00000075	20.17	Equal
Sm_g00000076	32.82	More Ref
Sm_g00000077	6.7	More Alt
Sm_g00000078	18.06	More Alt
Sm_g00000079	37.63	More Alt
Sm_g00000080	43.3	More Ref
Sm_g00000081	16.68	More Ref
Sm_g00000082	No variants
Sm_g00000083	No variants
Sm_g00000085	63.51	More Ref
Sm_g00000086	23.1	More Alt
Sm_g00000087	61.23	More Alt
Sm_g00000088	10.79	More Ref
Sm_g00000091	14.2	More Ref
Sm_g00000092	16.23	More Ref
Sm_g00000093	No variants
Sm_g00000094	36.88	More Alt
Sm_g00000095	38.33	More Alt
Sm_g00000096	9.13	More Alt
Sm_g00000097	30.44	More Ref
Sm_g00000098	20.25	More Alt
Sm_g00000099	25.72	More Ref
Sm_g00000100	29.12	More Alt
Sm_g00000103	13.0	More Ref
Sm_g00000104	34.51	More Ref
Sm_g00000105	45.16	More Ref
Sm_g00000106	8.36	More Alt
Sm_g00000107	7.04	More Alt
Sm_g00000108	74.66	More Alt
