Sm_g00000001	19.23	More Ref
Sm_g00000002	18.91	More Ref
Sm_g00000005	16.07	More Alt
Sm_g00000008	5.38	More Ref
Sm_g00000013	26.96	More Alt
Sm_g00000020	21.17	More Alt
Sm_g00000025	43.19	More Ref
Sm_g00000026	19.89	More Ref
Sm_g00000028	No variants
Sm_g00000031	46.65	More Ref
Sm_g00000033	33.82	More Alt
Sm_g00000037	41.74	More Ref
Sm_g00000041	No variants
Sm_g00000050	53.09	More Alt
Sm_g00000051	8.89	More Alt
Sm_g00000054	14.48	More Alt
Sm_g00000055	48.34	More Ref
Sm_g00000056	22.26	More Alt
Sm_g00000057	10.1	More Ref
Sm_g00000058	18.6	More Ref
Sm_g00000059	30.57	More Alt
Sm_g00000060	15.09	More Ref
Sm_g00000061	9.95	More Ref
Sm_g00000064	21.45	More Ref
Sm_g00000065	22.51	More Ref
Sm_g00000066	8.96	More Ref
Sm_g00000068	14.47	More Ref
Sm_g00000069	20.47	More Alt
Sm_g00000071	43.26	More Ref
Sm_g00000073	58.59	More Ref
Sm_g00000074	31.82	More Ref
Sm_g00000075	34.33	More Alt
Sm_g00000076	63.19	More Ref
Sm_g00000077	3.78	More Ref
Sm_g00000078	16.29	More Alt
Sm_g00000079	34.2	More Alt
Sm_g00000080	34.76	More Ref
Sm_g00000081	19.08	More Ref
Sm_g00000082	No variants
Sm_g00000083	No variants
Sm_g00000085	41.41	More Ref
Sm_g00000086	24.83	More Alt
Sm_g00000087	68.6	More Alt
Sm_g00000088	36.95	More Ref
Sm_g00000091	20.43	More Ref
Sm_g00000092	16.07	More Ref
Sm_g00000093	No variants
Sm_g00000094	32.11	More Alt
Sm_g00000095	42.18	More Alt
Sm_g00000096	7.85	More Alt
Sm_g00000097	26.33	More Ref
Sm_g00000098	20.32	More Ref
Sm_g00000099	28.72	More Ref
Sm_g00000100	35.03	More Alt
Sm_g00000103	10.3	More Ref
Sm_g00000104	32.72	More Ref
Sm_g00000105	54.82	More Ref
Sm_g00000106	22.91	More Ref
Sm_g00000107	4.91	More Alt
Sm_g00000108	62.32	More Alt
Sm_g00000110	51.13	More Ref
Sm_g00000111	32.9	More Ref
Sm_g00000117	12.28	More Ref
Sm_g00000118	9.7	More Alt
Sm_g00000119	10.0	More Ref
Sm_g00000121	54.99	More Alt
Sm_g00000127	12.33	More Alt
Sm_g00000129	22.59	More Ref
Sm_g00000130	41.53	More Ref
Sm_g00000131	46.84	More Alt
Sm_g00000133	44.19	More Alt
Sm_g00000134	14.08	Equal
Sm_g00000135	9.17	More Ref
Sm_g00000137	33.4	More Alt
Sm_g00000138	28.68	More Ref
Sm_g00000139	16.83	More Ref
Sm_g00000140	40.21	More Ref
Sm_g00000143	26.56	More Alt
Sm_g00000144	20.42	More Ref
Sm_g00000145	40.13	More Ref
Sm_g00000147	18.16	More Alt
Sm_g00000148	7.17	More Ref
Sm_g00000149	53.46	More Alt
Sm_g00000150	35.56	More Ref
Sm_g00000151	21.63	More Ref
Sm_g00000152	43.78	More Ref
Sm_g00000155	15.54	More Ref
Sm_g00000156	44.8	More Ref
Sm_g00000157	8.66	More Ref
Sm_g00000159	12.79	More Ref
Sm_g00000163	No variants
Sm_g00000164	24.08	More Ref
Sm_g00000165	47.1	More Alt
Sm_g00000166	28.43	More Ref
Sm_g00000169	70.0	More Ref
Sm_g00000170	20.92	More Ref
Sm_g00000175	7.48	More Alt
Sm_g00000177	62.54	More Ref
Sm_g00000178	15.25	More Alt
Sm_g00000179	31.14	More Ref
Sm_g00000183	10.6	More Alt
Sm_g00000184	26.46	More Ref
Sm_g00000185	11.42	More Ref
Sm_g00000186	14.59	More Ref
Sm_g00000187	11.51	More Alt
Sm_g00000188	16.56	More Ref
Sm_g00000190	23.79	More Alt
Sm_g00000194	22.02	More Alt
Sm_g00000195	12.06	More Alt
Sm_g00000197	34.15	More Ref
Sm_g00000198	26.82	More Alt
Sm_g00000200	40.79	More Ref
Sm_g00000201	18.43	More Ref
Sm_g00000204	51.44	More Ref
Sm_g00000205	12.16	More Ref
Sm_g00000206	20.79	More Alt
Sm_g00000207	31.14	More Ref
Sm_g00000208	12.96	More Ref
Sm_g00000209	23.16	More Ref
Sm_g00000210	37.81	More Ref
Sm_g00000211	12.65	More Ref
Sm_g00000212	32.32	More Alt
Sm_g00000214	36.81	More Ref
Sm_g00000215	10.32	More Alt
Sm_g00000216	24.7	More Alt
Sm_g00000217	51.23	More Ref
Sm_g00000218	No variants
Sm_g00000219	No variants
Sm_g00000220	No variants
Sm_g00000221	17.7	More Ref
Sm_g00000222	57.68	More Ref
Sm_g00000224	60.24	More Ref
Sm_g00000225	28.57	More Ref
Sm_g00000226	22.46	More Alt
Sm_g00000228	9.63	More Ref
Sm_g00000229	35.4	More Ref
Sm_g00000230	15.14	More Ref
Sm_g00000231	19.62	More Ref
Sm_g00000233	9.37	Equal
Sm_g00000234	48.27	More Ref
Sm_g00000235	55.34	More Ref
Sm_g00000236	11.67	More Ref
Sm_g00000237	34.93	More Ref
Sm_g00000238	25.62	More Ref
Sm_g00000239	18.58	More Ref
Sm_g00000240	13.1	More Alt
Sm_g00000241	15.71	More Ref
Sm_g00000242	11.06	Equal
Sm_g00000243	30.63	More Ref
Sm_g00000244	17.76	More Ref
Sm_g00000245	8.37	Equal
Sm_g00000249	18.86	More Ref
Sm_g00000250	27.09	More Ref
Sm_g00000251	40.19	More Alt
Sm_g00000252	5.13	More Ref
Sm_g00000253	28.24	More Alt
Sm_g00000255	16.55	More Alt
Sm_g00000256	8.82	More Alt
Sm_g00000258	6.55	More Ref
Sm_g00000259	31.98	More Ref
Sm_g00000260	No variants
Sm_g00000261	32.44	More Ref
Sm_g00000262	32.29	More Ref
Sm_g00000263	7.62	More Ref
Sm_g00000264	18.43	More Alt
Sm_g00000265	21.62	More Alt
Sm_g00000266	55.98	More Ref
Sm_g00000267	44.71	More Ref
Sm_g00000269	23.66	More Alt
Sm_g00000271	24.66	More Ref
Sm_g00000272	19.22	More Ref
Sm_g00000275	14.26	More Ref
Sm_g00000276	No variants
Sm_g00000278	69.57	More Alt
Sm_g00000279	31.15	More Alt
Sm_g00000280	25.13	More Ref
Sm_g00000281	16.8	More Alt
Sm_g00000282	38.12	More Ref
Sm_g00000283	31.32	More Ref
Sm_g00000284	74.39	More Ref
Sm_g00000285	26.71	More Ref
Sm_g00000288	10.03	More Alt
Sm_g00000291	46.0	More Ref
Sm_g00000292	36.49	More Ref
Sm_g00000293	49.14	More Ref
Sm_g00000296	8.94	More Ref
Sm_g00000298	14.87	Equal
Sm_g00000299	35.05	More Ref
Sm_g00000301	7.02	Equal
Sm_g00000302	9.69	More Ref
Sm_g00000303	48.63	More Ref
Sm_g00000304	25.82	More Ref
Sm_g00000305	12.36	More Ref
Sm_g00000306	73.06	More Ref
Sm_g00000309	17.43	More Ref
Sm_g00000310	40.68	More Ref
Sm_g00000311	35.03	More Alt
Sm_g00000312	52.95	More Ref
Sm_g00000313	37.02	More Ref
Sm_g00000315	18.36	More Ref
Sm_g00000316	17.29	More Ref
Sm_g00000317	28.18	More Ref
Sm_g00000325	28.77	Equal
Sm_g00000326	16.26	More Ref
Sm_g00000327	30.13	More Alt
Sm_g00000328	34.33	More Ref
Sm_g00000329	3.11	More Ref
Sm_g00000330	15.63	More Alt
Sm_g00000331	48.72	More Alt
Sm_g00000334	19.86	More Ref
Sm_g00000336	21.68	More Ref
Sm_g00000338	34.51	More Ref
Sm_g00000339	55.56	More Ref
Sm_g00000341	No variants
Sm_g00000342	No variants
Sm_g00000343	38.82	Equal
Sm_g00000344	27.29	More Alt
Sm_g00000347	17.03	More Ref
Sm_g00000348	13.28	More Ref
Sm_g00000349	22.41	More Alt
Sm_g00000350	9.68	Equal
Sm_g00000351	23.01	More Ref
Sm_g00000352	25.99	More Ref
Sm_g00000353	38.22	More Ref
Sm_g00000354	36.08	More Ref
Sm_g00000355	57.11	More Alt
Sm_g00000356	13.58	More Ref
Sm_g00000357	7.89	More Alt
Sm_g00000358	19.89	More Ref
Sm_g00000359	27.36	More Ref
Sm_g00000360	28.69	More Alt
Sm_g00000361	32.4	More Alt
Sm_g00000362	41.87	More Ref
Sm_g00000363	7.76	More Ref
Sm_g00000364	16.5	More Ref
Sm_g00000365	32.69	More Ref
Sm_g00000366	19.41	More Alt
Sm_g00000367	No variants
Sm_g00000368	25.06	More Alt
Sm_g00000369	15.35	More Ref
Sm_g00000370	28.05	More Alt
Sm_g00000371	48.23	Equal
Sm_g00000372	18.81	Equal
Sm_g00000373	66.87	More Ref
Sm_g00000377	No variants
Sm_g00000378	19.68	More Ref
Sm_g00000379	14.56	More Ref
Sm_g00000381	58.17	More Alt
Sm_g00000382	40.28	More Ref
Sm_g00000384	42.07	More Alt
Sm_g00000389	15.67	More Alt
Sm_g00000390	10.74	More Alt
Sm_g00000391	54.9	More Ref
Sm_g00000392	No variants
Sm_g00000393	13.32	More Ref
Sm_g00000394	31.44	More Ref
Sm_g00000395	39.41	More Ref
Sm_g00000396	11.61	More Ref
Sm_g00000397	49.42	More Ref
Sm_g00000398	43.36	More Alt
Sm_g00000402	No variants
Sm_g00000403	41.18	More Alt
Sm_g00000404	9.33	More Alt
Sm_g00000405	8.69	More Ref
Sm_g00000406	14.43	More Ref
Sm_g00000408	13.93	More Alt
Sm_g00000409	9.44	More Ref
Sm_g00000410	32.47	More Alt
Sm_g00000411	45.2	More Ref
Sm_g00000412	No variants
Sm_g00000414	43.99	More Ref
Sm_g00000416	No variants
Sm_g00000417	20.41	More Ref
Sm_g00000418	16.33	More Alt
Sm_g00000419	46.58	More Ref
Sm_g00000420	19.76	More Ref
Sm_g00000421	21.12	More Ref
Sm_g00000422	39.68	More Alt
Sm_g00000423	13.7	More Ref
Sm_g00000424	72.52	More Ref
Sm_g00000425	No variants
Sm_g00000426	69.34	More Ref
Sm_g00000427	48.62	More Alt
Sm_g00000432	37.88	More Ref
Sm_g00000433	25.56	Equal
Sm_g00000435	22.64	More Ref
Sm_g00000437	58.6	More Alt
Sm_g00000438	11.82	More Ref
Sm_g00000440	9.17	Equal
Sm_g00000444	22.57	More Ref
Sm_g00000445	15.5	Equal
Sm_g00000449	No variants
Sm_g00000450	25.77	More Ref
