Sm_g00000001	20.21	More Ref
Sm_g00000002	13.23	More Alt
Sm_g00000004	30.14	More Ref
Sm_g00000005	13.87	More Alt
Sm_g00000006	34.73	More Ref
Sm_g00000008	8.61	More Alt
Sm_g00000011	29.03	Equal
Sm_g00000013	35.77	More Alt
Sm_g00000015	23.34	More Alt
Sm_g00000017	No variants
Sm_g00000018	61.11	More Ref
Sm_g00000020	25.81	More Alt
Sm_g00000021	21.18	More Ref
Sm_g00000025	20.54	More Ref
Sm_g00000026	36.95	More Alt
Sm_g00000027	No variants
Sm_g00000028	No variants
Sm_g00000029	35.72	More Ref
Sm_g00000030	39.63	More Ref
Sm_g00000033	28.57	More Alt
Sm_g00000034	No variants
Sm_g00000036	46.31	More Ref
Sm_g00000037	26.74	More Ref
Sm_g00000040	30.03	More Ref
Sm_g00000043	7.0	More Ref
Sm_g00000050	28.98	More Alt
Sm_g00000051	23.01	More Alt
Sm_g00000054	29.22	More Alt
Sm_g00000055	37.32	More Ref
Sm_g00000056	16.04	More Alt
Sm_g00000057	15.18	More Alt
Sm_g00000058	17.47	More Ref
Sm_g00000059	25.25	More Ref
Sm_g00000061	9.09	More Alt
Sm_g00000064	13.76	More Ref
Sm_g00000065	32.64	More Ref
Sm_g00000068	24.43	More Ref
Sm_g00000069	13.74	More Ref
Sm_g00000070	10.78	More Ref
Sm_g00000071	10.97	More Ref
Sm_g00000073	43.34	More Ref
Sm_g00000077	7.95	More Ref
Sm_g00000078	16.16	More Ref
Sm_g00000079	14.45	More Alt
Sm_g00000080	31.05	More Ref
Sm_g00000081	24.47	More Alt
Sm_g00000082	No variants
Sm_g00000083	No variants
Sm_g00000084	39.42	More Ref
Sm_g00000085	55.31	More Ref
Sm_g00000086	38.06	More Ref
Sm_g00000088	41.59	More Ref
Sm_g00000091	15.98	More Ref
Sm_g00000092	20.91	More Ref
Sm_g00000093	No variants
Sm_g00000094	26.27	More Alt
Sm_g00000095	52.42	More Ref
Sm_g00000097	22.25	More Ref
Sm_g00000098	20.61	More Ref
Sm_g00000099	27.18	More Ref
Sm_g00000100	39.04	More Alt
Sm_g00000103	15.49	More Ref
Sm_g00000104	35.38	More Ref
Sm_g00000105	30.43	More Ref
Sm_g00000106	12.62	More Ref
Sm_g00000107	17.16	More Alt
Sm_g00000108	21.72	More Alt
Sm_g00000110	41.72	More Ref
Sm_g00000111	21.34	More Alt
Sm_g00000112	23.27	More Ref
Sm_g00000113	23.58	More Alt
Sm_g00000114	14.32	More Ref
Sm_g00000115	19.34	More Alt
Sm_g00000116	24.85	More Ref
Sm_g00000117	45.81	More Alt
Sm_g00000118	6.57	More Alt
Sm_g00000119	26.68	More Alt
Sm_g00000121	8.96	More Alt
Sm_g00000124	68.1	More Ref
Sm_g00000126	24.43	More Ref
Sm_g00000127	8.43	More Alt
Sm_g00000128	37.54	More Alt
Sm_g00000129	41.13	More Ref
Sm_g00000131	20.21	More Alt
Sm_g00000133	1.69	More Alt
Sm_g00000134	20.02	Equal
Sm_g00000135	17.7	More Ref
Sm_g00000137	65.26	More Alt
Sm_g00000138	31.07	More Alt
Sm_g00000139	55.09	More Alt
Sm_g00000140	46.54	More Ref
Sm_g00000143	19.06	More Alt
Sm_g00000144	20.6	More Ref
Sm_g00000145	34.76	More Ref
Sm_g00000146	12.9	More Alt
Sm_g00000147	31.07	More Ref
Sm_g00000148	23.68	More Ref
Sm_g00000149	14.1	More Alt
Sm_g00000150	24.09	More Ref
Sm_g00000151	21.13	More Ref
Sm_g00000152	48.06	More Ref
Sm_g00000153	21.22	More Ref
Sm_g00000154	22.56	More Ref
Sm_g00000155	38.95	More Ref
Sm_g00000157	4.24	More Ref
Sm_g00000159	10.33	More Alt
Sm_g00000161	31.17	More Alt
Sm_g00000162	14.67	More Alt
Sm_g00000163	No variants
Sm_g00000164	22.9	More Ref
Sm_g00000165	29.36	More Alt
Sm_g00000166	23.43	More Alt
Sm_g00000167	61.4	More Ref
Sm_g00000168	6.09	More Alt
Sm_g00000170	24.24	More Ref
Sm_g00000171	8.13	More Alt
Sm_g00000176	10.86	More Alt
Sm_g00000177	32.0	More Ref
Sm_g00000178	22.58	More Ref
Sm_g00000180	55.67	More Ref
Sm_g00000181	13.64	More Alt
Sm_g00000182	27.7	More Alt
Sm_g00000183	13.13	More Ref
Sm_g00000184	27.94	More Ref
Sm_g00000185	24.96	More Ref
Sm_g00000188	21.01	More Alt
Sm_g00000190	14.54	More Alt
Sm_g00000191	24.62	More Ref
Sm_g00000193	29.58	More Ref
Sm_g00000194	19.55	More Ref
Sm_g00000195	28.2	More Ref
Sm_g00000196	29.45	More Ref
Sm_g00000197	19.68	More Ref
Sm_g00000198	12.51	More Alt
Sm_g00000200	28.68	More Ref
Sm_g00000202	40.84	More Ref
Sm_g00000204	50.59	More Ref
Sm_g00000205	5.23	More Ref
Sm_g00000206	15.07	More Alt
Sm_g00000207	7.79	More Ref
Sm_g00000208	31.74	More Ref
Sm_g00000209	17.91	More Ref
Sm_g00000210	9.21	More Ref
Sm_g00000211	22.02	More Ref
Sm_g00000212	21.29	More Alt
Sm_g00000214	33.76	More Ref
Sm_g00000215	20.98	More Ref
Sm_g00000216	19.41	More Ref
Sm_g00000217	11.59	More Alt
Sm_g00000218	10.78	More Ref
Sm_g00000219	No variants
Sm_g00000220	No variants
Sm_g00000223	11.59	More Alt
Sm_g00000225	24.35	More Alt
Sm_g00000226	45.33	More Ref
Sm_g00000227	10.28	More Ref
Sm_g00000228	15.95	More Ref
Sm_g00000229	25.65	More Ref
Sm_g00000230	9.74	More Ref
Sm_g00000231	32.88	More Ref
Sm_g00000232	11.08	More Ref
Sm_g00000233	21.83	More Ref
Sm_g00000234	54.38	More Ref
Sm_g00000235	66.39	More Ref
Sm_g00000236	18.85	More Ref
Sm_g00000237	46.93	More Ref
Sm_g00000238	23.85	More Alt
Sm_g00000239	21.67	More Ref
Sm_g00000240	20.88	Equal
Sm_g00000241	5.44	More Ref
Sm_g00000242	4.73	More Ref
Sm_g00000243	28.36	More Ref
Sm_g00000244	36.53	More Ref
Sm_g00000245	27.0	More Alt
Sm_g00000248	41.66	More Ref
Sm_g00000249	29.64	More Ref
Sm_g00000250	31.17	More Alt
Sm_g00000251	43.16	More Alt
Sm_g00000252	6.99	More Ref
Sm_g00000253	30.81	More Alt
Sm_g00000254	26.02	More Ref
Sm_g00000255	11.33	More Ref
Sm_g00000256	46.07	More Ref
Sm_g00000257	15.15	More Ref
Sm_g00000258	16.66	More Ref
Sm_g00000259	37.62	More Ref
Sm_g00000260	72.62	More Ref
Sm_g00000261	24.36	More Ref
Sm_g00000263	27.49	More Ref
Sm_g00000264	14.97	More Alt
Sm_g00000265	9.13	More Alt
Sm_g00000266	41.69	More Ref
Sm_g00000267	48.29	More Ref
Sm_g00000268	12.85	More Ref
Sm_g00000269	18.14	More Ref
Sm_g00000270	16.03	More Ref
Sm_g00000271	15.48	More Ref
Sm_g00000272	19.19	More Alt
Sm_g00000275	14.65	More Ref
Sm_g00000279	41.26	More Alt
Sm_g00000280	22.91	More Ref
Sm_g00000281	16.95	More Alt
Sm_g00000282	18.79	More Ref
Sm_g00000283	25.29	More Ref
Sm_g00000284	15.27	More Ref
Sm_g00000285	33.29	More Ref
Sm_g00000286	34.99	More Ref
Sm_g00000288	8.25	More Ref
Sm_g00000291	55.36	More Ref
Sm_g00000292	28.22	More Ref
Sm_g00000293	24.24	More Ref
Sm_g00000294	57.79	More Ref
Sm_g00000295	58.08	More Alt
Sm_g00000296	9.26	More Ref
Sm_g00000298	32.93	More Alt
Sm_g00000299	5.33	More Ref
Sm_g00000300	26.85	More Ref
Sm_g00000301	20.99	More Ref
Sm_g00000302	24.63	More Alt
Sm_g00000303	33.99	More Ref
Sm_g00000304	17.96	More Ref
Sm_g00000305	18.9	More Alt
Sm_g00000306	40.67	More Ref
Sm_g00000307	9.46	More Ref
Sm_g00000309	17.09	More Ref
Sm_g00000310	26.73	More Ref
Sm_g00000312	52.9	More Ref
Sm_g00000313	36.57	More Ref
Sm_g00000314	51.5	More Ref
Sm_g00000315	13.51	More Ref
Sm_g00000316	6.77	Equal
Sm_g00000317	21.15	More Ref
Sm_g00000318	37.53	More Ref
Sm_g00000319	4.47	More Ref
Sm_g00000320	4.27	More Ref
Sm_g00000321	14.17	More Alt
Sm_g00000322	9.86	More Ref
Sm_g00000323	6.83	More Ref
Sm_g00000324	9.61	More Ref
Sm_g00000325	18.05	More Ref
Sm_g00000327	17.33	More Ref
Sm_g00000329	26.02	More Alt
Sm_g00000330	14.58	More Ref
Sm_g00000332	13.38	More Alt
Sm_g00000334	18.18	More Ref
Sm_g00000335	11.66	More Ref
Sm_g00000336	9.95	More Alt
Sm_g00000337	4.8	More Alt
Sm_g00000338	31.61	More Ref
Sm_g00000339	44.36	Equal
Sm_g00000341	No variants
Sm_g00000342	No variants
Sm_g00000343	43.2	Equal
Sm_g00000344	25.34	More Alt
Sm_g00000345	No variants
Sm_g00000350	6.05	More Ref
Sm_g00000351	18.23	More Alt
Sm_g00000352	29.32	More Ref
Sm_g00000353	37.05	More Ref
Sm_g00000354	22.04	More Ref
Sm_g00000356	15.82	More Ref
Sm_g00000357	10.46	More Ref
Sm_g00000358	29.03	More Ref
Sm_g00000359	9.7	More Alt
Sm_g00000360	24.19	More Alt
Sm_g00000361	22.24	More Alt
Sm_g00000362	20.04	More Ref
Sm_g00000363	24.38	More Alt
Sm_g00000364	37.33	More Ref
Sm_g00000367	No variants
Sm_g00000368	39.15	More Alt
Sm_g00000369	19.25	More Ref
Sm_g00000371	31.37	Equal
Sm_g00000372	17.21	More Alt
Sm_g00000373	50.83	More Ref
Sm_g00000374	No variants
Sm_g00000375	12.26	More Alt
Sm_g00000376	12.59	More Ref
Sm_g00000377	63.86	More Ref
Sm_g00000378	37.42	More Ref
Sm_g00000379	21.05	More Ref
Sm_g00000380	79.14	More Alt
Sm_g00000383	19.61	More Ref
Sm_g00000385	26.44	More Ref
Sm_g00000389	11.95	More Alt
Sm_g00000392	17.84	More Ref
Sm_g00000393	21.55	More Ref
Sm_g00000394	29.44	More Ref
Sm_g00000395	36.99	More Ref
Sm_g00000396	15.41	More Ref
Sm_g00000397	47.88	More Ref
Sm_g00000398	30.62	More Alt
Sm_g00000399	66.1	More Alt
Sm_g00000400	22.58	More Alt
Sm_g00000401	No variants
Sm_g00000402	No variants
Sm_g00000403	8.82	More Ref
Sm_g00000404	12.58	More Alt
Sm_g00000405	13.99	More Alt
Sm_g00000406	10.71	More Ref
Sm_g00000409	12.74	More Ref
Sm_g00000410	34.55	More Alt
Sm_g00000411	44.66	More Ref
Sm_g00000412	42.45	More Ref
Sm_g00000413	47.85	More Ref
Sm_g00000414	42.43	More Ref
Sm_g00000416	72.23	More Ref
Sm_g00000417	21.07	More Ref
Sm_g00000418	29.38	More Alt
Sm_g00000419	43.56	More Ref
Sm_g00000420	17.22	More Ref
Sm_g00000421	19.65	More Ref
Sm_g00000422	6.3	Equal
Sm_g00000423	12.81	More Ref
Sm_g00000424	58.73	More Ref
Sm_g00000425	No variants
Sm_g00000426	48.26	More Ref
Sm_g00000427	45.57	More Alt
Sm_g00000430	No variants
Sm_g00000432	No variants
Sm_g00000433	32.09	More Ref
Sm_g00000434	8.55	More Ref
Sm_g00000435	22.85	More Ref
Sm_g00000437	41.74	More Alt
Sm_g00000438	19.67	More Ref
Sm_g00000444	16.43	More Ref
Sm_g00000445	10.09	More Alt
Sm_g00000446	65.07	More Ref
Sm_g00000447	No variants
Sm_g00000448	17.6	More Alt
Sm_g00000449	No variants
Sm_g00000450	14.66	More Ref
Sm_g00000451	11.69	More Alt
Sm_g00000452	8.2	More Alt
Sm_g00000454	0.0	Equal
Sm_g00000455	2.27	More Alt
Sm_g00000456	15.96	More Ref
Sm_g00000460	16.22	More Alt
Sm_g00000461	27.71	More Ref
Sm_g00000462	8.24	More Alt
Sm_g00000463	29.35	More Alt
Sm_g00000464	10.33	More Alt
Sm_g00000465	No variants
Sm_g00000466	17.72	More Ref
Sm_g00000468	13.16	More Ref
Sm_g00000469	No variants
Sm_g00000470	26.64	More Alt
Sm_g00000474	23.79	More Ref
Sm_g00000475	10.0	More Alt
Sm_g00000476	No variants
Sm_g00000477	18.88	More Alt
Sm_g00000478	32.92	More Ref
Sm_g00000479	48.84	More Ref
Sm_g00000480	26.56	More Ref
Sm_g00000481	21.96	More Ref
Sm_g00000482	No variants
Sm_g00000483	5.48	More Ref
Sm_g00000484	12.17	More Alt
Sm_g00000485	No variants
Sm_g00000486	11.59	More Ref
Sm_g00000488	7.96	More Ref
Sm_g00000489	7.72	More Alt
Sm_g00000490	50.9	More Alt
Sm_g00000492	14.23	More Ref
Sm_g00000493	21.94	More Ref
Sm_g00000494	29.3	More Alt
Sm_g00000495	30.93	More Ref
Sm_g00000497	28.54	More Ref
Sm_g00000498	26.03	More Alt
Sm_g00000499	27.02	More Ref
Sm_g00000500	23.41	More Alt
Sm_g00000501	60.04	More Ref
Sm_g00000502	8.87	More Alt
Sm_g00000503	16.5	More Alt
Sm_g00000504	15.85	More Alt
Sm_g00000505	27.88	More Alt
Sm_g00000507	No variants
Sm_g00000508	24.5	More Alt
Sm_g00000509	9.32	More Ref
Sm_g00000510	33.17	More Ref
Sm_g00000511	21.01	Equal
Sm_g00000512	10.04	More Ref
Sm_g00000513	22.67	More Ref
Sm_g00000514	36.82	More Ref
Sm_g00000515	45.23	More Ref
Sm_g00000516	11.41	More Ref
Sm_g00000519	No variants
Sm_g00000520	14.4	More Ref
Sm_g00000521	35.84	More Ref
Sm_g00000522	60.83	More Alt
Sm_g00000523	63.84	More Ref
Sm_g00000525	28.38	More Ref
Sm_g00000526	31.92	More Alt
Sm_g00000527	46.8	More Ref
Sm_g00000528	60.0	More Alt
Sm_g00000529	36.0	More Alt
Sm_g00000530	18.19	More Ref
Sm_g00000531	No variants
Sm_g00000532	57.21	More Ref
Sm_g00000533	47.64	More Ref
Sm_g00000534	17.97	More Ref
Sm_g00000536	52.63	More Ref
Sm_g00000537	11.02	More Ref
Sm_g00000538	29.2	More Ref
Sm_g00000539	66.38	More Ref
Sm_g00000540	38.14	More Alt
Sm_g00000541	61.39	More Ref
Sm_g00000542	11.46	More Ref
Sm_g00000543	No variants
Sm_g00000544	68.9	More Alt
Sm_g00000546	19.82	More Alt
Sm_g00000548	44.0	More Ref
Sm_g00000550	41.82	More Ref
Sm_g00000552	11.7	More Ref
Sm_g00000553	8.86	More Ref
Sm_g00000554	12.48	More Ref
Sm_g00000556	10.82	More Alt
Sm_g00000557	25.43	More Alt
Sm_g00000558	13.13	More Alt
Sm_g00000559	19.69	More Alt
Sm_g00000560	No variants
Sm_g00000561	18.62	More Ref
Sm_g00000562	28.75	More Ref
Sm_g00000564	21.64	More Ref
Sm_g00000565	31.6	More Ref
Sm_g00000566	12.0	More Ref
Sm_g00000567	7.69	More Alt
Sm_g00000568	13.07	More Alt
Sm_g00000569	60.46	More Alt
Sm_g00000570	36.77	More Ref
Sm_g00000571	34.1	More Ref
Sm_g00000572	29.92	More Ref
Sm_g00000573	17.48	More Alt
Sm_g00000574	No variants
Sm_g00000575	7.2	More Ref
Sm_g00000576	No variants
Sm_g00000577	No variants
Sm_g00000578	No variants
Sm_g00000579	No variants
Sm_g00000580	No variants
Sm_g00000581	No variants
Sm_g00000582	No variants
Sm_g00000585	No variants
Sm_g00000586	21.88	More Ref
Sm_g00000588	No variants
Sm_g00000589	No variants
Sm_g00000590	28.62	More Ref
Sm_g00000591	No variants
Sm_g00000592	No variants
Sm_g00000593	13.89	More Ref
Sm_g00000594	No variants
Sm_g00000595	11.94	More Ref
Sm_g00000596	11.92	More Alt
Sm_g00000597	24.57	Equal
Sm_g00000598	30.93	More Ref
Sm_g00000599	21.66	More Alt
Sm_g00000600	36.02	More Ref
Sm_g00000601	21.26	More Ref
Sm_g00000602	8.79	More Alt
Sm_g00000603	28.96	More Alt
Sm_g00000604	25.65	More Ref
Sm_g00000605	7.02	More Alt
Sm_g00000606	26.22	More Alt
Sm_g00000607	39.55	More Alt
Sm_g00000608	6.81	More Ref
Sm_g00000609	11.94	More Ref
Sm_g00000610	5.45	More Ref
Sm_g00000611	23.74	More Ref
Sm_g00000612	13.03	More Ref
Sm_g00000613	15.85	More Alt
Sm_g00000614	15.34	More Ref
Sm_g00000615	21.06	More Alt
Sm_g00000616	25.84	More Ref
Sm_g00000617	3.23	More Alt
Sm_g00000618	17.56	More Alt
Sm_g00000619	10.49	More Alt
Sm_g00000620	20.98	More Ref
Sm_g00000621	28.38	More Ref
Sm_g00000622	No variants
