Sm_g00000001	21.76	More Alt
Sm_g00000005	24.83	More Alt
Sm_g00000008	12.08	More Ref
Sm_g00000020	29.24	More Ref
Sm_g00000025	34.86	More Ref
Sm_g00000026	32.51	More Ref
Sm_g00000028	No variants
Sm_g00000031	38.77	More Ref
Sm_g00000033	28.51	More Alt
Sm_g00000037	41.65	More Ref
Sm_g00000050	37.82	More Alt
Sm_g00000051	17.04	More Alt
Sm_g00000054	21.91	More Alt
Sm_g00000055	49.88	More Ref
Sm_g00000056	28.18	More Ref
Sm_g00000057	11.29	More Alt
Sm_g00000058	31.35	More Ref
Sm_g00000059	31.46	More Alt
Sm_g00000060	13.65	More Ref
Sm_g00000061	14.29	More Ref
Sm_g00000064	22.55	More Ref
Sm_g00000065	29.21	More Ref
Sm_g00000066	29.41	More Ref
Sm_g00000068	22.15	More Ref
Sm_g00000069	22.86	More Alt
Sm_g00000071	50.83	More Ref
Sm_g00000073	44.85	More Ref
Sm_g00000076	60.08	More Ref
Sm_g00000077	5.41	Equal
Sm_g00000078	16.7	More Alt
Sm_g00000079	33.11	More Alt
Sm_g00000080	37.86	More Ref
Sm_g00000081	14.75	More Ref
Sm_g00000082	No variants
Sm_g00000083	57.06	More Ref
Sm_g00000085	47.11	More Ref
Sm_g00000086	31.08	More Alt
Sm_g00000087	74.84	More Alt
Sm_g00000088	54.28	More Ref
Sm_g00000091	39.18	More Ref
Sm_g00000092	27.44	More Alt
Sm_g00000094	46.69	More Ref
Sm_g00000095	16.99	More Ref
Sm_g00000096	11.89	Equal
Sm_g00000097	29.73	More Ref
Sm_g00000098	20.01	More Ref
Sm_g00000099	24.49	More Ref
Sm_g00000100	37.96	More Alt
Sm_g00000103	19.99	More Ref
Sm_g00000104	33.32	More Ref
Sm_g00000105	46.46	More Ref
Sm_g00000106	15.57	More Alt
Sm_g00000107	11.11	Equal
Sm_g00000110	59.13	More Ref
Sm_g00000111	19.94	More Ref
Sm_g00000117	15.88	More Ref
Sm_g00000118	16.15	More Alt
Sm_g00000119	20.33	More Alt
Sm_g00000121	37.57	More Alt
Sm_g00000127	7.41	More Alt
Sm_g00000129	24.88	More Ref
Sm_g00000130	32.05	More Ref
Sm_g00000131	12.82	More Alt
Sm_g00000133	38.98	More Alt
Sm_g00000134	20.39	Equal
Sm_g00000135	11.05	More Ref
Sm_g00000137	33.21	More Alt
Sm_g00000138	27.48	More Ref
Sm_g00000139	25.7	More Ref
Sm_g00000140	46.53	More Ref
Sm_g00000143	20.32	More Alt
Sm_g00000144	31.15	More Ref
Sm_g00000145	41.21	More Ref
Sm_g00000147	14.46	More Ref
Sm_g00000148	17.47	Equal
Sm_g00000149	32.56	More Alt
Sm_g00000151	14.5	More Ref
Sm_g00000152	50.4	More Ref
Sm_g00000155	31.58	More Ref
Sm_g00000156	40.42	More Ref
Sm_g00000157	23.69	More Alt
Sm_g00000159	10.4	More Ref
Sm_g00000163	No variants
Sm_g00000164	36.22	More Alt
Sm_g00000165	49.6	More Alt
Sm_g00000166	28.95	More Ref
Sm_g00000169	53.44	More Ref
Sm_g00000170	24.52	More Ref
Sm_g00000175	20.4	More Alt
Sm_g00000177	63.3	More Ref
Sm_g00000178	18.17	More Ref
Sm_g00000182	45.86	More Alt
Sm_g00000183	23.5	More Alt
Sm_g00000184	28.34	More Alt
Sm_g00000186	18.25	More Ref
Sm_g00000187	7.42	More Ref
Sm_g00000188	24.03	More Ref
Sm_g00000190	24.05	More Alt
Sm_g00000194	14.82	More Alt
Sm_g00000195	13.08	More Alt
Sm_g00000197	32.66	More Ref
Sm_g00000198	18.29	More Alt
Sm_g00000200	31.81	More Ref
Sm_g00000201	37.28	More Ref
Sm_g00000204	53.99	More Ref
Sm_g00000205	18.92	More Ref
Sm_g00000208	22.54	More Ref
Sm_g00000209	26.01	More Ref
Sm_g00000210	39.07	More Ref
Sm_g00000211	17.9	More Ref
Sm_g00000212	36.14	More Alt
Sm_g00000214	38.83	More Ref
Sm_g00000215	19.55	More Ref
Sm_g00000217	45.85	More Ref
Sm_g00000218	No variants
Sm_g00000219	No variants
Sm_g00000220	No variants
Sm_g00000221	11.81	More Ref
Sm_g00000224	48.77	More Ref
Sm_g00000225	19.13	More Ref
Sm_g00000226	7.4	More Alt
Sm_g00000228	18.41	More Ref
Sm_g00000229	37.29	More Ref
Sm_g00000230	19.19	More Ref
Sm_g00000231	29.24	More Ref
Sm_g00000233	14.35	More Ref
Sm_g00000234	12.16	Equal
Sm_g00000236	20.67	More Ref
Sm_g00000237	45.51	More Ref
Sm_g00000238	13.02	Equal
Sm_g00000239	16.41	More Ref
Sm_g00000240	21.46	More Ref
Sm_g00000241	32.03	More Ref
Sm_g00000242	14.23	Equal
Sm_g00000243	26.84	More Ref
Sm_g00000244	27.95	More Ref
Sm_g00000245	4.56	More Alt
Sm_g00000249	22.43	More Ref
Sm_g00000252	12.78	More Alt
Sm_g00000253	18.15	More Alt
Sm_g00000255	19.82	More Alt
Sm_g00000256	14.57	More Alt
Sm_g00000258	12.03	More Ref
Sm_g00000259	18.16	More Ref
Sm_g00000260	No variants
Sm_g00000262	27.95	More Ref
Sm_g00000263	6.26	More Alt
Sm_g00000264	17.93	More Alt
