Sm_g00000001	21.41	More Ref
Sm_g00000005	20.81	More Alt
Sm_g00000008	7.95	More Alt
Sm_g00000020	25.58	More Alt
Sm_g00000025	44.05	More Ref
Sm_g00000026	28.45	More Ref
Sm_g00000028	No variants
Sm_g00000031	40.76	More Ref
Sm_g00000033	39.6	More Alt
Sm_g00000037	44.94	More Ref
Sm_g00000050	69.05	More Alt
Sm_g00000051	10.86	More Alt
Sm_g00000054	10.04	More Alt
Sm_g00000055	52.6	More Ref
Sm_g00000056	20.55	More Alt
Sm_g00000057	8.45	More Ref
Sm_g00000058	21.38	More Ref
Sm_g00000059	41.49	More Alt
Sm_g00000060	16.12	More Ref
Sm_g00000061	16.41	More Ref
Sm_g00000064	21.92	More Ref
Sm_g00000065	21.25	More Ref
Sm_g00000066	7.89	More Alt
Sm_g00000068	22.47	More Ref
Sm_g00000069	13.89	More Alt
Sm_g00000071	47.96	More Ref
Sm_g00000073	55.37	More Ref
Sm_g00000076	54.64	More Ref
Sm_g00000077	8.22	More Ref
Sm_g00000078	16.88	More Alt
Sm_g00000079	36.89	More Alt
Sm_g00000080	40.47	More Ref
Sm_g00000081	20.41	More Ref
Sm_g00000082	No variants
Sm_g00000083	No variants
Sm_g00000085	45.72	More Ref
Sm_g00000086	18.72	More Alt
Sm_g00000087	74.73	More Alt
Sm_g00000088	15.31	More Ref
Sm_g00000091	6.34	More Ref
Sm_g00000092	15.25	More Ref
Sm_g00000094	39.78	More Alt
Sm_g00000095	47.12	More Ref
Sm_g00000096	5.51	Equal
Sm_g00000097	24.11	More Ref
Sm_g00000098	26.55	More Ref
Sm_g00000099	26.92	More Ref
Sm_g00000100	30.46	More Alt
Sm_g00000103	14.0	More Ref
Sm_g00000104	25.14	More Ref
Sm_g00000105	46.76	More Ref
Sm_g00000106	23.05	More Alt
Sm_g00000107	4.14	More Alt
Sm_g00000110	45.18	More Ref
Sm_g00000111	25.07	More Ref
Sm_g00000117	37.88	More Ref
Sm_g00000118	10.88	More Ref
Sm_g00000119	11.7	More Alt
Sm_g00000121	60.88	More Alt
Sm_g00000127	19.48	More Alt
Sm_g00000129	13.39	More Ref
Sm_g00000130	16.55	More Ref
Sm_g00000131	24.64	More Alt
Sm_g00000133	40.13	More Alt
Sm_g00000134	17.56	More Alt
Sm_g00000135	9.42	More Alt
Sm_g00000137	27.37	More Alt
Sm_g00000138	19.04	More Ref
Sm_g00000139	22.53	More Ref
Sm_g00000140	39.19	More Ref
Sm_g00000143	19.53	More Alt
Sm_g00000144	22.83	More Ref
Sm_g00000145	41.47	More Ref
Sm_g00000147	19.44	More Ref
Sm_g00000148	6.84	More Alt
Sm_g00000149	70.0	More Alt
Sm_g00000151	23.89	More Ref
Sm_g00000152	44.48	More Ref
Sm_g00000155	15.43	More Ref
Sm_g00000156	54.59	More Ref
Sm_g00000157	9.72	More Alt
Sm_g00000159	12.24	More Ref
Sm_g00000163	No variants
Sm_g00000164	17.5	More Ref
Sm_g00000165	50.05	More Alt
Sm_g00000166	24.89	More Ref
Sm_g00000169	65.85	More Ref
Sm_g00000170	11.87	More Ref
Sm_g00000175	10.44	More Alt
Sm_g00000177	66.12	More Ref
Sm_g00000178	11.64	More Alt
Sm_g00000182	37.33	More Alt
Sm_g00000183	10.36	More Alt
Sm_g00000184	26.14	More Ref
Sm_g00000186	12.51	More Ref
Sm_g00000187	5.96	More Alt
Sm_g00000188	21.03	More Ref
Sm_g00000190	30.91	More Alt
Sm_g00000194	15.52	More Alt
Sm_g00000195	9.02	More Ref
Sm_g00000197	26.83	More Ref
Sm_g00000198	25.5	More Alt
Sm_g00000200	26.58	More Ref
